id,name
1125,Millonarios
1126,Deportivo Pasto
1127,Deportivo Cali
1128,Independiente Medellin
1131,Bucaramanga
1132,Chico
1133,Jaguares
1134,Internacional de Bogota
1135,Junior
1136,Once Caldas
1137,Atletico Nacional
1138,America de Cali
1139,Santa Fe
1141,Alianza Valledupar
1142,Deportes Tolima
1144,Águilas Doradas
1147,Fortaleza FC
1462,Deportivo Pereira
1464,Llaneros
1470,Cucuta
