id,name
118,Bahia
119,Internacional
120,Botafogo
121,Palmeiras
124,Fluminense
126,Sao Paulo
127,Flamengo
128,Santos
130,Gremio
131,Corinthians
132,Chapecoense-sc
133,Vasco DA Gama
134,Atletico Paranaense
135,Cruzeiro
136,Vitoria
147,Coritiba
794,RB Bragantino
1062,Atletico-MG
1198,Remo
7848,Mirassol
